source_id,pmcid,title,authors,year,doi,query,pdf_url,landing_url,host_source,license,file_path,sha256,file_size_bytes,access_date,access_status,http_status,error
EPMC-PMC8854736,PMC8854736,Effects of long-term Tai-Chi Chuan practice on whole-body balance control during obstacle-crossing in the elderly.,"Kuo CC, Chen SC, Chen TY, Ho TJ, Lin JG, Lu TW.",2022,10.1038/s41598-022-06631-8,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8854736/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8854736. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8475404,PMC8475404,Gender differences in work-related high mobility differentiated by partnership and parenthood status.,"Wachter I, Holz-Rau C.",2022,10.1007/s11116-021-10226-z,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8475404/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8475404. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9843350,PMC9843350,Research progress on febrile non-hemolytic transfusion reaction: a narrative review.,"Wang H, Ren D, Sun H, Liu J.",2022,10.21037/atm-22-4932,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9843350/,PubMed Central,cc by-nc-nd,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9843350. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC6195159,PMC6195159,Parliamentarians in government delegations: An old question still not answered.,Onderco M.,2018,10.1177/0010836717737571,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC6195159/,PubMed Central,cc by-nc,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC6195159. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC7349369,PMC7349369,Teachers' Constructivist and Ethical Beliefs.,"Sharkey M, Gash H.",2020,10.3390/bs10060096,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC7349369/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC7349369. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC7969852,PMC7969852,Centering the Margins: The Precarity of Bangladeshi Low-Income Migrant Workers During the Time of COVID-19.,"Jamil R, Dutta U.",2021,10.1177/00027642211000397,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC7969852/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC7969852. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8352153,PMC8352153,Toward a systematic conflict resolution framework for ontologies.,"Keet CM, Grütter R.",2021,10.1186/s13326-021-00246-0,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8352153/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8352153. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9579809,PMC9579809,Abortion decision-making process trajectories and determinants in low- and middle-income countries: A mixed-methods systematic review and meta-analysis.,"Lokubal P, Corcuera I, Balil JM, Frischer SR, Kayemba CN, Kurinczuk JJ, Opondo C, Nair M.",2022,10.1016/j.eclinm.2022.101694,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9579809/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9579809. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9136008,PMC9136008,Understanding the Role of Stigma and Misconceptions in the Experience of Epilepsy in India: Findings From a Mixed-Methods Study.,"Gosain K, Samanta T.",2022,10.3389/fsoc.2022.790145,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9136008/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9136008. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9719051,PMC9719051,"Comparison of Uptake and Prices of Biosimilars in the US, Germany, and Switzerland.","Carl DL, Laube Y, Serra-Burriel M, Naci H, Ludwig WD, Vokinger KN.",2022,10.1001/jamanetworkopen.2022.44670,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9719051/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9719051. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC7589728,PMC7589728,Dwell Time Allocation Algorithm for Multiple Target Tracking in LPI Radar Network Based on Cooperative Game.,"Xue C, Wang L, Zhu D.",2020,10.3390/s20205944,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC7589728/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC7589728. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9766453,PMC9766453,PREFRONTAL BLOOD FLOW DURING DUAL-TASK WALKING IN ADULTS WITH AND WITHOUT MILD COGNITIVE IMPAIRMENT,,2022,,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9766453/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9766453. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9519597,PMC9519597,Reducing health provider stereotypes through undergraduate interprofessional education.,"Wilbur K, El-Awaisi A, El-Hajj MS.",2022,10.1016/j.jtumed.2022.05.007,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9519597/,PubMed Central,cc by-nc-nd,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9519597. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC13038172,PMC13038172,Involving Sales Managers in Sales Force Compensation Design.,Waiser R.,2021,10.1177/0022243720969174,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC13038172/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC13038172. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8640219,PMC8640219,Autonomous Obstacle Crossing Strategies for the Hybrid Wheeled-Legged Robot Centauro.,"De Luca A, Muratore L, Raghavan VS, Antonucci D, Tsagarakis NG.",2021,10.3389/frobt.2021.721001,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8640219/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8640219. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8642191,PMC8642191,"Financing climate justice in the European Union and China: common mechanisms, different perspectives.",Minas S.,2022,10.1007/s10308-021-00644-0,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8642191/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8642191. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9482251,PMC9482251,Cross-sectorial collaboration on policy-driven rehabilitation care models for persons with neuromuscular diseases: reflections and behavior of community-based health professionals.,"Handberg C, Werlauff U.",2022,10.1186/s12913-022-08557-3,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9482251/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9482251. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8080857,PMC8080857,Data-Texts in the Sciences: The Evidence-Explanation Continuum.,"Duschl R, Avraamidou L, Azevedo NH.",2021,10.1007/s11191-021-00225-y,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8080857/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8080857. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9043057,PMC9043057,Similarities and Differences in Health Technology Assessment Systems and Implications for Coverage Decisions: Evidence from 32 Countries.,"Fontrier AM, Visintin E, Kanavos P.",2022,10.1007/s41669-021-00311-5,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9043057/,PubMed Central,cc by-nc,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9043057. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8438775,PMC8438775,Boundary-Work and the Distribution of Care for Survivors of Domestic Violence and Abuse in Primary Care Settings: Perspectives From U.K. Clinicians.,"Dowrick A, Feder G, Kelly M.",2021,10.1177/1049732321998299,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8438775/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8438775. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9594588,PMC9594588,Barriers to primary care access for asylum seekers and refugees in the UK: a systematic review,"Harrington S, Sornalingam S, Evenden R, Singh N, Paudyal P.",2022,,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9594588/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9594588. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC7807057,PMC7807057,Haptic communication optimises joint decisions and affords implicit confidence sharing.,"Pezzulo G, Roche L, Saint-Bauzel L.",2021,10.1038/s41598-020-80041-6,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC7807057/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC7807057. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9170124,PMC9170124,Does similarity trigger cooperation? Dyadic effect of similarity in social value orientation and cognitive resources on cooperation.,"Zhang T, Hu X, Li Y, Wang Z.",2022,10.1007/s12144-022-03276-8,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9170124/,PubMed Central,,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9170124. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8738500,PMC8738500,The Challenges of Outcomes-Based Contract Implementation for Medicines in Europe.,"Bohm N, Bermingham S, Grimsey Jones F, Gonçalves-Bradley DC, Diamantopoulos A, Burton JR, Laing H.",2022,10.1007/s40273-021-01070-1,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8738500/,PubMed Central,cc by-nc,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8738500. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9742076,PMC9742076,Trunk Biomechanics in Individuals with Knee Disorders: A Systematic Review with Evidence Gap Map and Meta-analysis.,"Waiteman MC, Chia L, Ducatti MHM, Bazett-Jones DM, Pappas E, de Azevedo FM, Briani RV.",2022,10.1186/s40798-022-00536-6,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9742076/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9742076. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC7641922,PMC7641922,Female Entertainment Workers and Condom Use Negotiation in Post-100% Condom Use Era Cambodia.,"Brody C, Reno R, Chhoun P, Kaplan K, Tuot S, Yi S.",2020,10.1007/s10508-020-01649-3,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC7641922/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC7641922. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC5784451,PMC5784451,How to Be Modern? The Social Negotiation of 'Good Food' in Contemporary China.,Zhang JY.,2018,10.1177/0038038517737475,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC5784451/,PubMed Central,cc by-nc,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC5784451. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8076874,PMC8076874,Can COVID-19 Melt the Craft Chocolate Industry?,Cadby J.,2021,10.1007/s41055-021-00087-8,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8076874/,PubMed Central,,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8076874. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8327181,PMC8327181,Identifying Interaction Patterns of Tangible Co-Adaptations in Human-Robot Team Behaviors.,"van Zoelen EM, van den Bosch K, Rauterberg M, Barakova E, Neerincx M.",2021,10.3389/fpsyg.2021.645545,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8327181/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8327181. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC5571819,PMC5571819,Association between body composition and stair negotiation ability among individuals >55 years of age: a cross-sectional study.,"Dip RM, Cabrera MA, Prato SF.",2017,10.2147/cia.s126779,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC5571819/,PubMed Central,cc by-nc,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC5571819. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC9428736,PMC9428736,Availability of New Medicines in the US and Germany From 2004 to 2018.,"Blankart K, Naci H, Chandra A.",2022,10.1001/jamanetworkopen.2022.29231,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC9428736/,PubMed Central,cc by,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC9428736. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
EPMC-PMC8791295,PMC8791295,The Importance of Self-Management in the Context of Personalized Care in COPD.,"Cravo A, Attar D, Freeman D, Holmes S, Ip L, Singh SJ.",2022,10.2147/copd.s343108,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:negotiation OR TITLE_ABS:negotiations OR TITLE_ABS:bargaining),,https://pmc.ncbi.nlm.nih.gov/articles/PMC8791295/,PubMed Central,cc by-nc,,,,2026-09-23,failed,,"ConnectionError: HTTPSConnectionPool(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Max retries exceeded with url: /?list-type=2&prefix=PMC8791295. (Caused by NameResolutionError(""HTTPSConnection(host='pmc-oa-opendata.s3.amazonaws.com', port=443): Failed to resolve 'pmc-oa-opendata.s3.amazonaws.com' ([Errno 11001] getaddrinfo failed)""))"
