country,date,document_number,error,language,listing_url,organization,provider,query,record_id,source_type,status,title,topics,url
India,2015-05-21,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/416191468034843554/pdf/RAD193360283.pdf,English,http://documents.worldbank.org/curated/en/416191468034843554/Official-Documents-Agreement-ref-Extension-for-the-Submission-of-Audited-Financial-Statements-for-All-Projects-Across-the-India-Protfolio-see-list-attached,World Bank,World Bank Documents & Reports,collective agreement,24752761,Agreement,FAILED,Official Documents- Agreement ref. Extension for the Submission of Audited Financial Statements for All Projects Across the India Protfolio (see list attached),"Rural Water Supply and Sanitation,Town Water Supply and Sanitation,Engineering,Labor Markets,Rural & Small Town Water & Sanitation,Health Systems Development & Reform,Water and Human Health,Hydrology,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Health and Sanitation,Rural Water,Sanitation and Sewerage",https://documents.worldbank.org/curated/en/416191468034843554/pdf/RAD193360283.pdf
Djibouti,2011-02-14,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/770151468245116730/pdf/TF0968390Conformed.pdf,English,http://documents.worldbank.org/curated/en/770151468245116730/Agreement-for-Grant-TF096839-Conformed,World Bank,World Bank Documents & Reports,collective agreement,13890250,Grant or Trust Fund Agreement,FAILED,Agreement for Grant TF096839 Conformed,"Social Policy,De Facto Governments,Judicial System Reform,National Governance,Government Policies,Post Conflict Reconstruction,Public Sector Economics,State Owned Enterprise Reform,Public Sector Administrative & Civil Service Reform,Public Sector Corruption & Anticorruption Measures,Hazard Risk Management,Banks & Banking Reform,Social Risk Management,Youth and Governance,Government Procurement,Legal Reform,Privatization,Energy Privatization,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Democratic Government,Economics and Finance of Public Institution Development,Public Sector Administrative and Civil Service Reform,Disaster Management,Access to Finance,Legal Products",https://documents.worldbank.org/curated/en/770151468245116730/pdf/TF0968390Conformed.pdf
Burundi,2007-05-22,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/577541468228535416/pdf/FA010English01Conformed1.pdf,English,http://documents.worldbank.org/curated/en/577541468228535416/Financing-Agreement-Grant-H280-BI-Conformed,World Bank,World Bank Documents & Reports,collective agreement,7739978,Financing Agreement,FAILED,"Financing Agreement, Grant H280-BI Conformed","Social Inclusion & Institutions,Indigenous Communities,Indigenous Peoples Law,Housing & Human Habitats,Community Development and Empowerment,Health Care Services Industry,Environmental Economics & Policies,Disability,Post Conflict Reconstruction,Services & Transfers to Poor,Social Accountability,Economic Assistance,Access of Poor to Social Services,Global Environment,Indigenous Peoples",https://documents.worldbank.org/curated/en/577541468228535416/pdf/FA010English01Conformed1.pdf
China,2007-09-19,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/121421468231565570/pdf/GEF0TF05775701LN48641.pdf,English,http://documents.worldbank.org/curated/en/121421468231565570/GEF-Grant-Agreement-TF057757-Conformed,World Bank,World Bank Documents & Reports,collective agreement,8706370,Grant or Trust Fund Agreement,FAILED,"GEF Grant Agreement, TF057757 Conformed","Private Sector Economics,Urban Solid Waste Management,Pollution Management & Control,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Access to Finance,Water and Human Health,Water Supply and Sanitation Economics,Small Private Water Supply Providers,Brown Issues and Health,Town Water Supply and Sanitation,Water and Industry",https://documents.worldbank.org/curated/en/121421468231565570/pdf/GEF0TF05775701LN48641.pdf
Azerbaijan,2008-09-05,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/943361467995361141/pdf/C43970NWSSII0PA4.pdf,English,http://documents.worldbank.org/curated/en/943361467995361141/Project-Agreement-C4397-AZ-PA4-Conformed,World Bank,World Bank Documents & Reports,collective agreement,9927701,Project Agreement,FAILED,"Project Agreement, C4397-AZ- PA4 - Conformed","Social Policy,Town Water Supply and Sanitation,Judicial System Reform,National Governance,Government Policies,Housing & Human Habitats,Water Resources Management,Rural and Renewable Energy,Public Sector Economics,Hydro Power,Water and Industry,Water and Food Supply,Water and Energy,Water and Human Health,Dams and Reservoirs,Youth and Governance,Corporate Law,Legal Reform,Water Supply and Sanitation Economics,Water Supply and Sanitation Governance and Institutions,Small Private Water Supply Providers,Legislation,Regulatory Regimes,Renewable Energy,Public Finance Decentralization and Poverty Reduction,Legal Products",https://documents.worldbank.org/curated/en/943361467995361141/pdf/C43970NWSSII0PA4.pdf
Burkina Faso,2020-06-08,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/254671591649544522/pdf/Official-Documents-Financing-Agreement-for-Credit-6669-BF-and-Grant-D647-BF-Closing-Package.pdf,English,http://documents.worldbank.org/curated/en/254671591649544522/Official-Documents-Financing-Agreement-for-Credit-6669-BF-and-Grant-D647-BF-Closing-Package,World Bank,World Bank Documents & Reports,collective agreement,32108148,Financing Agreement,FAILED,Official Documents- Financing Agreement for Credit 6669-BF and Grant D647-BF (Closing Package),"Science of Climate Change,Climate Change and Health,Consumption,Climate Change and Environment,Mining & Extractive Industry (Non-Energy),Health Care Services Industry,Fiscal & Monetary Policy",https://documents.worldbank.org/curated/en/254671591649544522/pdf/Official-Documents-Financing-Agreement-for-Credit-6669-BF-and-Grant-D647-BF-Closing-Package.pdf
Uruguay,2001-05-15,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/219701468335502720/pdf/L45560UY0conformed.pdf,English,http://documents.worldbank.org/curated/en/219701468335502720/Loan-Agreement-L4556-UY-Conformed,World Bank,World Bank Documents & Reports,collective agreement,9448729,Loan Agreement,FAILED,Loan Agreement L4556-UY Conformed,"Sanitation and Sewerage,Financial Literacy,Banks & Banking Reform,Water and Human Health,Hydrology,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Health and Sanitation,Bankruptcy and Resolution of Financial Distress,Transport Services,Debt Markets,Global Environment,Town Water Supply and Sanitation,Access to Finance,Engineering",https://documents.worldbank.org/curated/en/219701468335502720/pdf/L45560UY0conformed.pdf
China,2000-11-03,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/896821468222588707/pdf/8B86E9C105180CC585256F030010FD50.pdf,English,http://documents.worldbank.org/curated/en/896821468222588707/Conformed-Copy-L4561-Chongqing-Urban-Environment-Project-Project-Agreement,World Bank,World Bank Documents & Reports,collective agreement,5086206,Project Agreement,FAILED,Conformed Copy - L4561 - Chongqing Urban Environment Project - Project Agreement,"Social Assessment,m,Sanitation and Sewerage,Pollution Management & Control,Engineering,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Water and Human Health,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Brown Issues and Health,Debt Markets,Global Environment,Town Water Supply and Sanitation,Environmental Protection,Urban Solid Waste Management",https://documents.worldbank.org/curated/en/896821468222588707/pdf/8B86E9C105180CC585256F030010FD50.pdf
Rwanda,2007-10-05,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/125001468307456573/pdf/ACGF0GA01Conformed1.pdf,English,http://documents.worldbank.org/curated/en/125001468307456573/Grant-Agreement-TF090451Conformed,World Bank,World Bank Documents & Reports,collective agreement,8594448,Grant or Trust Fund Agreement,FAILED,"Grant Agreement, TF090451Conformed","Information Technology,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,E-Business,Roads & Highways,Transport Indicators,Transport Services,Global Environment,Transport Economics Policy & Planning",https://documents.worldbank.org/curated/en/125001468307456573/pdf/ACGF0GA01Conformed1.pdf
Brazil,2010-03-04,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/715241468199152615/pdf/764801BR0LOAN01anta0Maria0CONFORMED.pdf,English,http://documents.worldbank.org/curated/en/715241468199152615/Loan-Agreement-for-Loan-7648-BR-Conformed,World Bank,World Bank Documents & Reports,collective agreement,12539436,Loan Agreement,FAILED,Loan Agreement for Loan 7648-BR Conformed,"Climate Change and Agriculture,E-Business,Urban Solid Waste Management,Pollution Management & Control,Rural Roads & Transport,Banks & Banking Reform,Transport Economics Policy & Planning,Water and Food Supply,Private Sector Development Law,Marketing,Brown Issues and Health,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Private Sector Economics",https://documents.worldbank.org/curated/en/715241468199152615/pdf/764801BR0LOAN01anta0Maria0CONFORMED.pdf
Lesotho,2021-06-11,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/105141624631659816/pdf/Official-Documents-Additional-Financing-Grant-Agreement-for-HEPRTF-Grant-No-TF0B5779.pdf,English,http://documents.worldbank.org/curated/en/105141624631659816/Official-Documents-Additional-Financing-Grant-Agreement-for-HEPRTF-Grant-No-TF0B5779,World Bank,World Bank Documents & Reports,collective agreement,33215700,Grant or Trust Fund Agreement,FAILED,Official Documents- Additional Financing Grant Agreement for HEPRTF Grant No. TF0B5779,"Health Care Services Industry,Financial Sector Policy,Disease Control & Prevention,Reproductive Health,Early Child and Children's Health,Public Health Promotion,Immunizations",https://documents.worldbank.org/curated/en/105141624631659816/pdf/Official-Documents-Additional-Financing-Grant-Agreement-for-HEPRTF-Grant-No-TF0B5779.pdf
Niger,2020-07-16,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/547411596631557932/pdf/Official-Documents-Financing-Agreement-for-Credit-6668-NE-and-Grant-D656-NE-Closing-Package.pdf,English,http://documents.worldbank.org/curated/en/547411596631557932/Official-Documents-Financing-Agreement-for-Credit-6668-NE-and-Grant-D656-NE-Closing-Package,World Bank,World Bank Documents & Reports,collective agreement,32303003,Financing Agreement,FAILED,Official Documents- Financing Agreement for Credit 6668-NE and Grant D656-NE (Closing Package),"Gender and Development,Food Security,Social Conflict and Violence,Global Environment,Energy and Environment,Energy and Mining,Energy Demand",https://documents.worldbank.org/curated/en/547411596631557932/pdf/Official-Documents-Financing-Agreement-for-Credit-6668-NE-and-Grant-D656-NE-Closing-Package.pdf
Rwanda,2021-09-02,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/988831630595501573/pdf/Official-Documents-Grant-Agreement-for-Second-Additional-Financing-GFF-Grant-TF0B6226.pdf,English,http://documents.worldbank.org/curated/en/988831630595501573/Official-Documents-Grant-Agreement-for-Second-Additional-Financing-GFF-Grant-TF0B6226,World Bank,World Bank Documents & Reports,collective agreement,33384785,Grant or Trust Fund Agreement,FAILED,Official Documents- Grant Agreement for Second Additional Financing GFF Grant TF0B6226,"Financial Sector Policy,Health Care Services Industry,Disease Control & Prevention,Reproductive Health,Early Child and Children's Health,Public Health Promotion,Immunizations",https://documents.worldbank.org/curated/en/988831630595501573/pdf/Official-Documents-Grant-Agreement-for-Second-Additional-Financing-GFF-Grant-TF0B6226.pdf
Bosnia and Herzegovina,2009-06-25,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/548311468013754535/pdf/L76291SWMP21LA01Conformed0copy1.pdf,English,http://documents.worldbank.org/curated/en/548311468013754535/Loan-Agreement-L7629-BA-Conformed,World Bank,World Bank Documents & Reports,collective agreement,10923442,Loan Agreement,FAILED,Loan Agreement L7629-BA Conformed,"Social Assessment,Environmental Protection,Legal Products,Judicial System Reform,National Governance,Government Policies,Urban Solid Waste Management,Pollution Management & Control,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Health and Sanitation,Brown Issues and Health,Public Finance Decentralization and Poverty Reduction,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Social Policy",https://documents.worldbank.org/curated/en/548311468013754535/pdf/L76291SWMP21LA01Conformed0copy1.pdf
China,2003-11-10,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/657951468011120556/pdf/LA1BOARD1CONFORMED0COPY.pdf,English,http://documents.worldbank.org/curated/en/657951468011120556/Conformed-Copy-L4705-Shanghai-Urban-Environment-Project-Loan-Agreement,World Bank,World Bank Documents & Reports,collective agreement,5086453,Loan Agreement,FAILED,Conformed Copy - L4705 - Shanghai Urban Environment Project - Loan Agreement,"Sanitation and Sewerage,m,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Water and Human Health,Hydrology,Water Supply and Sanitation Economics,Sanitary Environmental Engineering,Small Private Water Supply Providers,Environmental Engineering,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Town Water Supply and Sanitation,Land Administration,Engineering",https://documents.worldbank.org/curated/en/657951468011120556/pdf/LA1BOARD1CONFORMED0COPY.pdf
Burkina Faso,1989-12-22,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/217711468228246316/pdf/E6B561070808B3E885256F020080398C.pdf,English,http://documents.worldbank.org/curated/en/217711468228246316/Conformed-Copy-C2067-Second-Urban-Project-Development-Credit-Agreement,World Bank,World Bank Documents & Reports,collective agreement,5076338,Credit Agreement,FAILED,Conformed Copy - C2067 - Second Urban Project - Development Credit Agreement,"Climate Change and Agriculture,m,Labor Markets,Labor Policies,Post Conflict Reconstruction,Public Sector Corruption & Anticorruption Measures,Urban Governance and Management,Urban Housing,Capital Markets and Capital Flows,Non Bank Financial Institutions,Capital Flows,Water and Food Supply,Municipal Management and Reform,Bankruptcy and Resolution of Financial Distress,Debt Markets,Rural Labor Markets,Urban Housing and Land Settlements",https://documents.worldbank.org/curated/en/217711468228246316/pdf/E6B561070808B3E885256F020080398C.pdf
Albania,2004-07-29,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/670881468201847110/pdf/39140ALB.pdf,English,http://documents.worldbank.org/curated/en/670881468201847110/Credit-Agreement-C3914-AL-Conformed,World Bank,World Bank Documents & Reports,collective agreement,5146500,Credit Agreement,FAILED,Credit Agreement C3914-AL - Conformed,"Climate Change and Agriculture,Housing & Human Habitats,Agricultural Irrigation and Drainage,Water and Food Supply,Hydrology,m,Water Supply and Sanitation Governance and Institutions,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Irrigation and Drainage",https://documents.worldbank.org/curated/en/670881468201847110/pdf/39140ALB.pdf
Ukraine,2004-07-15,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/700131468110330952/pdf/L47291State0Statistics.pdf,English,http://documents.worldbank.org/curated/en/700131468110330952/Loan-Agreement-L4729-UA-Conformed,World Bank,World Bank Documents & Reports,collective agreement,5208835,Loan Agreement,FAILED,"Loan Agreement, L4729-UA - Conformed","Labor & Employment Law,Administrative & Civil Service Reform,Public Sector Management and Reform,Public Sector Administrative & Civil Service Reform,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,De Facto Governments,Employment and Unemployment,Bankruptcy and Resolution of Financial Distress,Debt Markets,Democratic Government,Public Sector Administrative and Civil Service Reform,m,Educational Sciences",https://documents.worldbank.org/curated/en/700131468110330952/pdf/L47291State0Statistics.pdf
China,2010-11-03,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/714951468216571141/pdf/Project0Agreement.pdf,English,http://documents.worldbank.org/curated/en/714951468216571141/Project-Agreement-for-Loan-7938-CN-Conformed,World Bank,World Bank Documents & Reports,collective agreement,13192448,Project Agreement,FAILED,Project Agreement for Loan 7938-CN Conformed,"Climate Change and Agriculture,Housing & Human Habitats,Public Sector Corruption & Anticorruption Measures,Hazard Risk Management,Banks & Banking Reform,Environmental Protection,Hydrology,Dams and Reservoirs,Land Administration,Natural Disasters,Water and Food Supply",https://documents.worldbank.org/curated/en/714951468216571141/pdf/Project0Agreement.pdf
Romania,2014-01-31,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/870171468296670740/pdf/RAD193360283.pdf,English,http://documents.worldbank.org/curated/en/870171468296670740/Official-Documents-Advisory-Services-Agreement-with-Chancellery-of-the-Prime-Minister-of-the-Republic-of-Romania-Related-to-P147482,World Bank,World Bank Documents & Reports,collective agreement,24803648,Agreement,FAILED,Official Documents- Advisory Services Agreement with Chancellery of the Prime Minister of the Republic of Romania Related to P147482,"Taxation & Subsidies,Economic Adjustment and Lending,Social Policy,Legal Products,International Law,Real & Intellectual Property Law,Judicial System Reform,Legal Reform,Democratic Government,De Facto Governments,Adaptation to Climate Change,Legislation,Common Property Resource Development,Public Sector Economics,Public Sector Administrative & Civil Service Reform,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Public Sector Administrative and Civil Service Reform,Macro-Fiscal Policy,Intellectual Property Rights",https://documents.worldbank.org/curated/en/870171468296670740/pdf/RAD193360283.pdf
Senegal,2009-06-12,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/371401468107058227/pdf/FA01Conformed1.pdf,English,http://documents.worldbank.org/curated/en/371401468107058227/Financing-Agreement-for-Credit-4605-SN-Conformed,World Bank,World Bank Documents & Reports,collective agreement,10962771,Financing Agreement,FAILED,Financing Agreement for Credit 4605-SN Conformed,"Social Policy,Access to Finance,Judicial System Reform,National Governance,Government Policies,Housing & Human Habitats,Health Care Services Industry,Disability,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Population Policies,Nutrition,Educational Sciences,Services & Transfers to Poor,Youth and Governance,Economic Assistance,Legal Reform,Access of Poor to Social Services,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Debt Markets,Legal Products",https://documents.worldbank.org/curated/en/371401468107058227/pdf/FA01Conformed1.pdf
Nigeria,2007-11-27,41656,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/743821468072531189/pdf/416560Nigeria010Box321436B01PUBLIC1.pdf,English,http://documents.worldbank.org/curated/en/743821468072531189/Nigeria-State-Governance-and-Capacity-Building-Project-restructuring-and-amendment-to-the-financing-agreement,World Bank,World Bank Documents & Reports,collective agreement,10932473,Project Paper,FAILED,Nigeria - State Governance and Capacity Building Project : restructuring and amendment to the financing agreement,"Macro-Fiscal Policy,Economic Adjustment and Lending,Public Sector Economics,Public Financial Management,Public Finance Decentralization and Poverty Reduction,Global Environment",https://documents.worldbank.org/curated/en/743821468072531189/pdf/416560Nigeria010Box321436B01PUBLIC1.pdf
Africa,2011-07-28,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/530571467989978470/pdf/FA0CONFORMED.pdf,English,http://documents.worldbank.org/curated/en/530571467989978470/Financing-Agreement-for-IDA-Grant-H708-ZR-Conformed,World Bank,World Bank Documents & Reports,collective agreement,15407741,Financing Agreement,FAILED,Financing Agreement for IDA Grant H708-ZR Conformed,"Climate Change Mitigation and Green House Gases,Global Environment,Literature & Folklore,Legal Products,Judicial System Reform,National Governance,Government Policies,Housing & Human Habitats,Private Sector Economics,Post Conflict Reconstruction,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Energy Policies & Economics,Youth and Governance,Corporate Law,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Social Policy",https://documents.worldbank.org/curated/en/530571467989978470/pdf/FA0CONFORMED.pdf
Grenada,2010-06-24,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/911251468031160663/pdf/L78741GD010CONFORMED.pdf,English,http://documents.worldbank.org/curated/en/911251468031160663/Loan-Agreement-for-Loan-7874-GD-Conformed,World Bank,World Bank Documents & Reports,collective agreement,12488091,Loan Agreement,FAILED,Loan Agreement for Loan 7874-GD Conformed,"Consumption,Fiscal & Monetary Policy,Investment and Investment Climate,Primary Metals,Agricultural Economics,Banks & Banking Reform,Access to Finance,Energy and Environment,Energy and Mining,Bankruptcy and Resolution of Financial Distress,Debt Markets,Emerging Markets,Energy Demand",https://documents.worldbank.org/curated/en/911251468031160663/pdf/L78741GD010CONFORMED.pdf
Tanzania,2010-04-09,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/770161468334898868/pdf/FA0Conformed0.pdf,English,http://documents.worldbank.org/curated/en/770161468334898868/Financing-Agreement-for-Credit-4726-TZ-Conformed,World Bank,World Bank Documents & Reports,collective agreement,12283659,Financing Agreement,FAILED,Financing Agreement for Credit 4726-TZ Conformed,"Social Policy,Access to Finance,Judicial System Reform,National Governance,Government Policies,Rural and Renewable Energy,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Financial Intermediation,Youth and Governance,Legal Reform,Energy Sector Regulation,Legislation,Regulatory Regimes,Energy Demand,Energy and Environment,Energy and Mining,Renewable Energy,Public Finance Decentralization and Poverty Reduction,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Legal Products",https://documents.worldbank.org/curated/en/770161468334898868/pdf/FA0Conformed0.pdf
OECS Countries,2010-11-03,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/149161467986308887/pdf/TF0981760Conformed.pdf,English,http://documents.worldbank.org/curated/en/149161467986308887/IDF-Grant-Agreement-for-TF098176-Conformed,World Bank,World Bank Documents & Reports,collective agreement,13213953,Grant or Trust Fund Agreement,FAILED,IDF Grant Agreement for TF098176 Conformed,"Social Policy,E-Business,Judicial System Reform,National Governance,Government Policies,Health Care Services Industry,Post Conflict Reconstruction,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Educational Sciences,Educational Populations,Poverty Impact Evaluation,Youth and Governance,Education for Development (superceded),Corporate Law,Legal Reform,Education For All,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Legal Products",https://documents.worldbank.org/curated/en/149161467986308887/pdf/TF0981760Conformed.pdf
Dominican Republic,1982-04-14,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/329971468246619398/pdf/Loan-2104-Dominican-Republic-Sites-And-Services-Project-Loan-Agreement.pdf,English,http://documents.worldbank.org/curated/en/329971468246619398/Dominican-Republic-Sites-And-Services-Project-Loan-2104-Loan-Agreement-Conformed,World Bank,World Bank Documents & Reports,collective agreement,18213137,Loan Agreement,FAILED,Dominican Republic - Sites And Services Project : Loan 2104 - Loan Agreement - Conformed,"Energy Policies & Economics,Hydrology,Crime and Society,Health Care Services Industry,Climate Change and Agriculture,Water and Food Supply",https://documents.worldbank.org/curated/en/329971468246619398/pdf/Loan-2104-Dominican-Republic-Sites-And-Services-Project-Loan-Agreement.pdf
Kyrgyz Republic,2007-08-29,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/543891468046483892/pdf/H3121KG0Second0On1farm0Irrigation.pdf,English,http://documents.worldbank.org/curated/en/543891468046483892/Financing-Agreement-Grant-H312-KG-Conformed,World Bank,World Bank Documents & Reports,collective agreement,8292552,Financing Agreement,FAILED,"Financing Agreement, Grant H312-KG Conformed","Climate Change Mitigation and Green House Gases,E-Business,Legal Products,Judicial System Reform,National Governance,Government Policies,Housing & Human Habitats,Agricultural Irrigation and Drainage,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Hydrology,Irrigation and Drainage,Youth and Governance,Legal Reform,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Bankruptcy and Resolution of Financial Distress,Debt Markets,Global Environment,Social Policy",https://documents.worldbank.org/curated/en/543891468046483892/pdf/H3121KG0Second0On1farm0Irrigation.pdf
Tunisia,1987-07-22,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/516521468177866983/pdf/4B730643EA7B027685256F030005B223.pdf,English,http://documents.worldbank.org/curated/en/516521468177866983/Conformed-Copy-L2865-Fourth-Agricultural-Credit-Project-Guarantee-Agreement,World Bank,World Bank Documents & Reports,collective agreement,5078424,Guarantee Agreement,FAILED,Conformed Copy - L2865 - Fourth Agricultural Credit Project - Guarantee Agreement,"Agricultural Economics,Public Sector Corruption & Anticorruption Measures,Strategic Debt Management,Debt Markets,Microfinance,Food Security,Bankruptcy and Resolution of Financial Distress,Financial Crisis Management & Restructuring",https://documents.worldbank.org/curated/en/516521468177866983/pdf/4B730643EA7B027685256F030005B223.pdf
Türkiye,2008-07-25,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/253411468319137586/pdf/L48660LA0Istanbul0Municipal.pdf,English,http://documents.worldbank.org/curated/en/253411468319137586/Loan-Agreement-L4866-TR-Conformed,World Bank,World Bank Documents & Reports,collective agreement,10252850,Loan Agreement,FAILED,Loan Agreement L4866-TR Conformed,"Regulatory Regimes,Brown Issues and Health,Legal Reform,Pollution Management & Control,Environmental Management,Urban Solid Waste Management,Judicial System Reform,Environmental & Natural Resources Law,Legal Products,Social Policy,Environmental Strategy,Climate Change Mitigation and Green House Gases,Land Administration,Global Environment,Legislation,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Bankruptcy and Resolution of Financial Distress,Debt Markets,Emerging Markets",https://documents.worldbank.org/curated/en/253411468319137586/pdf/L48660LA0Istanbul0Municipal.pdf
Vietnam,2008-08-28,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/738501468338376628/pdf/44020FA.pdf,English,http://documents.worldbank.org/curated/en/738501468338376628/Financing-Agreement-C4402-VN-Conformed,World Bank,World Bank Documents & Reports,collective agreement,9904989,Financing Agreement,FAILED,"Financing Agreement, C4402-VN Conformed","Climate Change and Agriculture,Environmental Strategy,Housing & Human Habitats,Urban Housing and Land Settlements,Environmental Management,Urban Governance and Management,Access to Finance,Water and Food Supply,Corporate Law,Municipal Management and Reform,Bankruptcy and Resolution of Financial Distress,Global Environment,E-Business,Urban Housing",https://documents.worldbank.org/curated/en/738501468338376628/pdf/44020FA.pdf
Tajikistan,2011-07-13,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/225271468112753651/pdf/H69200DWSPII0000FA00Conformed0copy0.pdf,English,http://documents.worldbank.org/curated/en/225271468112753651/Financing-Agreement-for-IDA-Grant-H692-TJ-Conformed,World Bank,World Bank Documents & Reports,collective agreement,14671565,Financing Agreement,FAILED,Financing Agreement for IDA Grant H692-TJ Conformed,"Social Policy,E-Business,Judicial System Reform,National Governance,Government Policies,Housing & Human Habitats,Public Sector Economics,Public Sector Corruption & Anticorruption Measures,Water and Human Health,Hydrology,Youth and Governance,Government Procurement,Legal Reform,Water Supply and Sanitation Economics,Small Private Water Supply Providers,Legislation,Regulatory Regimes,Public Finance Decentralization and Poverty Reduction,Bankruptcy and Resolution of Financial Distress,Town Water Supply and Sanitation,Legal Products",https://documents.worldbank.org/curated/en/225271468112753651/pdf/H69200DWSPII0000FA00Conformed0copy0.pdf
Mexico,1991-06-26,,HTTPError:403 Client Error: Forbidden for url: https://documents.worldbank.org/curated/en/528571468271220789/pdf/FF7A0F46ACC41C9F85256F0300085856.pdf,English,http://documents.worldbank.org/curated/en/528571468271220789/Conformed-Copy-L3310-Decentralization-and-Regional-Development-Project-Loan-Agreement,World Bank,World Bank Documents & Reports,collective agreement,5079060,Loan Agreement,FAILED,Conformed Copy - L3310 - Decentralization and Regional Development Project - Loan Agreement,"Climate Change and Agriculture,General Manufacturing,Public Sector Corruption & Anticorruption Measures,Banks & Banking Reform,Energy Policies & Economics,Water and Food Supply,m,Corporate Law,Water Supply and Sanitation Economics,Small Private Water Supply Providers,Debt Markets,Global Environment,Town Water Supply and Sanitation,Water and Human Health",https://documents.worldbank.org/curated/en/528571468271220789/pdf/FF7A0F46ACC41C9F85256F0300085856.pdf
