source_id,pmcid,title,authors,year,doi,query,pdf_url,landing_url,host_source,license,file_path,sha256,file_size_bytes,access_date,access_status,http_status,error
EPMC-PMC12837417,PMC12837417,Selenium intake and a selenium-centered nutrient pattern are inversely associated with remnant cholesterol among older women in rural China: partial mediation by tumor necrosis factor-α.,"Xing B, Wang Y, Yu J, Liu Y, Gao Q, Chen X, He S, Ping F, Xu L, Li W, Zhang H, Li Y.",2025,10.1186/s12877-025-06807-7,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12837417.1/PMC12837417.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12837417/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/03a0c79c57cea84e1f87236ff1d270a17c06166d778bc27cb7e83a294167e89f.pdf,03a0c79c57cea84e1f87236ff1d270a17c06166d778bc27cb7e83a294167e89f,1540414,2026-09-23,downloaded,200,
EPMC-PMC12079857,PMC12079857,How does biological age acceleration mediate the associations of obesity with cardiovascular disease? Evidence from international multi-cohort studies.,"Hu L, Li J, Tang Z, Gong P, Chang Z, Yang C, Ma T, Jiang S, Yang C, Zhang T.",2025,10.1186/s12933-025-02770-0,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12079857.1/PMC12079857.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12079857/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d81848a11518224c27e765dde21d67b44a592d667ba3ee90a1a4410824c80e99.pdf,d81848a11518224c27e765dde21d67b44a592d667ba3ee90a1a4410824c80e99,2856827,2026-09-23,downloaded,200,
EPMC-PMC12382586,PMC12382586,"Knowledge, attitude and practice of primary care ophthalmologists towards fundus examination during the perioperative period of cataract surgery in patients with diabetes mellitus: a mediation analysis.","Sun X, Liu J, Yang N, Yu M, Yuan G.",2025,10.1136/bmjopen-2024-095180,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12382586.1/bmjopen-2024-095180.reviewer_comments.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12382586/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/54febc3b591c29434e7e1c95e5941df84cd4bcb8e930775ff2761ccfdaff8880.pdf,54febc3b591c29434e7e1c95e5941df84cd4bcb8e930775ff2761ccfdaff8880,342927,2026-09-23,downloaded,200,
EPMC-PMC12284073,PMC12284073,Analysing the impact of work environment on job motivation and quality control practices and its effect on production output in the leather industry.,"Kaviya A, Arumugam V, Vasudevan A, Razak A.",2025,10.1038/s41598-025-08694-9,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12284073.1/PMC12284073.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12284073/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/81891c97feddccdb83495da9a6eac0ba4f6a8fe71582183459b554013bd47d83.pdf,81891c97feddccdb83495da9a6eac0ba4f6a8fe71582183459b554013bd47d83,1306978,2026-09-23,downloaded,200,
EPMC-PMC12605367,PMC12605367,Glymphatic system dysfunction in children with autism spectrum disorder as evidenced by the diffusion tensor imaging along perivascular spaces index.,"Zhao S, Zhang M, Luo T, Li L, Jiang Y, Situ M, Huang Y.",2025,10.3389/fpsyt.2025.1701816,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12605367.1/PMC12605367.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12605367/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/6be6fe0f54c82bf216d9fc2e69c0540ff5b2b1e6cf220a3ea680ad491db1444c.pdf,6be6fe0f54c82bf216d9fc2e69c0540ff5b2b1e6cf220a3ea680ad491db1444c,1634786,2026-09-23,downloaded,200,
EPMC-PMC12360592,PMC12360592,Impact of technological turbulence and competitive intensity on employee job performance: The role of workplace digitalization and job crafting.,"Liu T, Wu C, Zhang K, Ge M.",2025,10.1371/journal.pone.0330710,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12360592.1/PMC12360592.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12360592/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/eda8f31b694078af13d5977141ddbdb90a8da943010d7d4db1d771499f9598b1.pdf,eda8f31b694078af13d5977141ddbdb90a8da943010d7d4db1d771499f9598b1,881969,2026-09-23,downloaded,200,
EPMC-PMC12463993,PMC12463993,Albumin: a mediator of the association between serum calcium and triglyceride-glucose index among Chinese individuals with osteoporotic fractures.,"Liang JQ, Xu J, Cao Y, Wei YL, Lin GJ, Jin J, Li C, Lu K.",2025,10.3389/fendo.2025.1574059,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12463993.1/PMC12463993.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12463993/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/9f46a6d8e313c39c0d8f6e039bb5ecf1ebc6c4ad72496b0d3095d514fe08e630.pdf,9f46a6d8e313c39c0d8f6e039bb5ecf1ebc6c4ad72496b0d3095d514fe08e630,977538,2026-09-23,downloaded,200,
EPMC-PMC13453658,PMC13453658,Non-traditional lipid-inflammatory parameters estimate the risk of stroke in middle-aged and older Chinese adults: a nationwide prospective cohort study.,"Huang X, Li C, Zeng P, Ling Y, Tan S, Bai Z, Shen S, Chen S, Nie B, Wang H, Lyu J.",2026,10.1016/j.jare.2025.11.029,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC13453658.1/PMC13453658.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC13453658/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/994c33ea037293f7deb400e5f5c7f900e68603ee4a2a81f0b50cf47292eeff9e.pdf,994c33ea037293f7deb400e5f5c7f900e68603ee4a2a81f0b50cf47292eeff9e,2249287,2026-09-23,downloaded,200,
EPMC-PMC12502348,PMC12502348,Decoding personality functioning: the impact of DSM-5 pathological traits mediated by emotion dysregulation and metacognition.,"Nazari A, Mafakheri N, Shafiei R, Nargesi F, Sharp C, Komasi S.",2025,10.1186/s40479-025-00315-1,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12502348.1/PMC12502348.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12502348/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/226da41eda23aaf2b3c01f14b2ef6602536c7dbf47dc977a283240e8a89d7c2e.pdf,226da41eda23aaf2b3c01f14b2ef6602536c7dbf47dc977a283240e8a89d7c2e,1394962,2026-09-23,downloaded,200,
EPMC-PMC11516658,PMC11516658,Multilevel Sexual Minority Stigma-Based Experiences and Mental Health Among U.S. Sexual Minority Adults: A Socio-Ecological Longitudinal Moderated Mediation Analysis,,2024,,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11516658.1/PMC11516658.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11516658/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/3543fafdb900d903bf9c45e0dce5ab9d201338e1c5b1028e6516146098e50c59.pdf,3543fafdb900d903bf9c45e0dce5ab9d201338e1c5b1028e6516146098e50c59,51223,2026-09-23,downloaded,200,
EPMC-PMC12578169,PMC12578169,Exposure to volatile organic compounds increases the risk of sarcopenia: Insights into association and mechanism.,"Yang M, Wang H, Huang W, Li Y.",2025,10.1371/journal.pone.0335660,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12578169.1/PMC12578169.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12578169/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/4dc6ea8fa81325b6babb97c46c2384b137511037a15c5000992ae29f3d8e24d1.pdf,4dc6ea8fa81325b6babb97c46c2384b137511037a15c5000992ae29f3d8e24d1,4690541,2026-09-23,downloaded,200,
EPMC-PMC12274354,PMC12274354,Personality traits and adherence on COVID-19 preventive measures in a two-year follow-up study.,"Reggiani LC, Londero I, da Rocha NS.",2025,10.1038/s41598-025-12176-3,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12274354.1/PMC12274354.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12274354/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/7c8fb2a14949cec4d1dfd5a9317780e4e9e51443d8c13c03af11831e832bc039.pdf,7c8fb2a14949cec4d1dfd5a9317780e4e9e51443d8c13c03af11831e832bc039,1145674,2026-09-23,downloaded,200,
EPMC-PMC12729624,PMC12729624,Income Inequality and Self-Serving Belief in Burden-Sharing: An Experimental Study.,"Zhou L, Wang X.",2025,10.3390/bs15121689,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12729624.1/PMC12729624.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12729624/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/f547cfdb4392aa6f07942ca772806eed9e1a23de92924f70f537b0313d750297.pdf,f547cfdb4392aa6f07942ca772806eed9e1a23de92924f70f537b0313d750297,2299239,2026-09-23,downloaded,200,
EPMC-PMC12569067,PMC12569067,Association between hemoglobin glycation index and mortality in surgical ICU patients.,"Ge Y, Wang G, Huang Y, Zhang Y.",2025,10.1038/s41598-025-21524-2,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12569067.1/PMC12569067.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12569067/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/d7cf018937976feb68b85b5f323f5bd8853cf0d36e0911c3c5c94cce71fd8508.pdf,d7cf018937976feb68b85b5f323f5bd8853cf0d36e0911c3c5c94cce71fd8508,3954372,2026-09-23,downloaded,200,
EPMC-PMC12783895,PMC12783895,Outcomes of diabetic patients undergoing peritoneal dialysis in the French Language Peritoneal Dialysis Registry.,"Khachroumi N, Boyer A, Lanot A, Ficheux M, Bechade C, Lobbedez T.",2026,10.1093/ckj/sfaf382,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12783895.1/PMC12783895.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12783895/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/3b4c226745ddbd65c5b6a41d9c55670f948f90ea0478b3c87564b1af8ad9f6d3.pdf,3b4c226745ddbd65c5b6a41d9c55670f948f90ea0478b3c87564b1af8ad9f6d3,865255,2026-09-23,downloaded,200,
EPMC-PMC12025039,PMC12025039,Personality Traits and Teaching Commitment Among Pre-Service Teachers: Teaching Motivation as a Mediator.,"Liu J, Yang Q, Yang J, Wang S, Yin H.",2025,10.3390/bs15040548,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12025039.1/PMC12025039.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12025039/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/a1cd6cad2fae7e10d0754165d13ff4cb4e3b541bbfed4adbe6680837175a5416.pdf,a1cd6cad2fae7e10d0754165d13ff4cb4e3b541bbfed4adbe6680837175a5416,371966,2026-09-23,downloaded,200,
EPMC-PMC11614268,PMC11614268,A novel statistical framework for meta-analysis of total mediation effect with high-dimensional omics mediators in large-scale genomic consortia.,"Xu Z, Wei P.",2024,10.1371/journal.pgen.1011483,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11614268.1/pgen.1011483.s001.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11614268/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/792d89372ebb7df356af0322e79a68eea9231f24ab1667b845cce6cef70269a1.pdf,792d89372ebb7df356af0322e79a68eea9231f24ab1667b845cce6cef70269a1,1093658,2026-09-23,downloaded,200,
EPMC-PMC12797063,PMC12797063,Crotonylation and the Risk of Head and Neck Cancer: Insights from a Two-Sample Mendelian Randomization Study.,"Zhang D, Zhang X, Li H, Liang A, Liang Y, Wang Z, Shi S, Ge Y, Gao W, Liu X.",2026,10.1016/j.identj.2025.109341,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12797063.1/PMC12797063.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12797063/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/85789289c9e3869e11dd8020e2ce2f731414e5bdec31534be2e85d17da622fa9.pdf,85789289c9e3869e11dd8020e2ce2f731414e5bdec31534be2e85d17da622fa9,2070143,2026-09-23,downloaded,200,
EPMC-PMC12065306,PMC12065306,Association between saturated and polyunsaturated fatty acid proportions in total fat intake and mortality risk: mediation by the neutrophil percentage-to-albumin ratio.,"Liu Y, Wang J, Chang X, Ren X, Wang G, Liu J.",2025,10.1186/s12944-025-02592-9,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12065306.1/PMC12065306.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12065306/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/99737837597df2962c28fad4ccca1b0c524b8ade77c2c6340e6ec1b951edf27f.pdf,99737837597df2962c28fad4ccca1b0c524b8ade77c2c6340e6ec1b951edf27f,3312709,2026-09-23,downloaded,200,
EPMC-PMC12268965,PMC12268965,"Causal Relationships Between Dietary Habits, Gut Microbiota, Metabolites, Serum Proteins and Laboratory Biomarkers in Kidney Stone Formation: A Mendelian Randomisation Study.","Wang R, Jiang M, Li Z, Xu C, Liang H, Shen J, Zhong H.",2025,10.1111/jcmm.70698,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12268965.1/PMC12268965.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12268965/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/1879c61fcf0f1adbb0d25bd4de72ceaeeabade62a2a490e9c1fb898c956d30a6.pdf,1879c61fcf0f1adbb0d25bd4de72ceaeeabade62a2a490e9c1fb898c956d30a6,1721290,2026-09-23,downloaded,200,
EPMC-PMC12715594,PMC12715594,"Research on the impact of college students' ""Buddha-like"" characteristics on social responsibility and the mediating role of social support.","Qi Z, Han F.",2025,10.3389/fpsyg.2025.1691896,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12715594.1/PMC12715594.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12715594/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/28e9fb0b76cb4b1d85032c83524547726c44b5a0a89d38f3b79aeb4130c4a962.pdf,28e9fb0b76cb4b1d85032c83524547726c44b5a0a89d38f3b79aeb4130c4a962,964740,2026-09-23,downloaded,200,
EPMC-PMC12557865,PMC12557865,"From childhood shadows to adult aches: a prospective cohort study on adverse childhood experiences, depressive symptoms, and incident arthritis in middle-aged and older Chinese adults.","Lu BW, Li JC, Wen MT, Guo YQ, Li G.",2025,10.1186/s40001-025-03226-7,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12557865.1/PMC12557865.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12557865/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/c3f28331286a169392cf4f77093cf34f1e7d651faba5f5435c6232ee31f458d4.pdf,c3f28331286a169392cf4f77093cf34f1e7d651faba5f5435c6232ee31f458d4,2974004,2026-09-23,downloaded,200,
EPMC-PMC12481287,PMC12481287,Causal mediation analysis of a randomised controlled trial in China: evaluating whether the pay-it-forward strategy increases HPV vaccine uptake by reducing vaccine delay intention and increasing vaccine confidence.,"Lu Y, Yang Y, Li Y, Qin C, He Y, Gong W, Tang S, Li J, Wu D.",2025,10.1136/bmjopen-2024-095248,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12481287.1/bmjopen-2024-095248.reviewer_comments.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12481287/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/2860837553b38022cc9c1b67e8b8da4c5d776fee94b82e694275f9098a8d4e80.pdf,2860837553b38022cc9c1b67e8b8da4c5d776fee94b82e694275f9098a8d4e80,411615,2026-09-23,downloaded,200,
EPMC-PMC11978032,PMC11978032,The role of mind wandering and anxiety in the association between internet addiction and hyperactivity-impulsivity: a serial mediation model.,"Li Y, Zhang Z, Cui L, Wang Y, Guo H, Wang J, Zhou J, Wang X.",2025,10.1186/s40359-025-02667-3,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11978032.1/PMC11978032.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11978032/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/755bdc83930f0d78157fa86adadc1882252b6e2cd6fd450ebb1427b320f84ea2.pdf,755bdc83930f0d78157fa86adadc1882252b6e2cd6fd450ebb1427b320f84ea2,1324665,2026-09-23,downloaded,200,
EPMC-PMC11577091,PMC11577091,"Exploring the genetic associations and causal relationships between antibody responses, immune cells, and various types of breast cancer.","Yang Y, Chen J, Gong F, Miao J, Lin M, Liu R, Wang C, Ge F, Chen W.",2024,10.1038/s41598-024-79521-w,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11577091.1/PMC11577091.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11577091/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/2e17b426ba04ae83c7347fc5ce6158f0b263fcaad1d3211c5b569819397b687a.pdf,2e17b426ba04ae83c7347fc5ce6158f0b263fcaad1d3211c5b569819397b687a,3876531,2026-09-23,downloaded,200,
EPMC-PMC12230357,PMC12230357,A Causal Inference Study of Circulating Metabolites Mediating the Effect of Obesity-Related Indicators on the Incidence of Anxiety Disorders.,"Qin C, Gai W.",2025,10.1002/brb3.70653,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12230357.1/PMC12230357.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12230357/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/8f551ac3fe09b2a29cac904d265b574f75e066a0197e0735d401743cb03bd5c8.pdf,8f551ac3fe09b2a29cac904d265b574f75e066a0197e0735d401743cb03bd5c8,394462,2026-09-23,downloaded,200,
EPMC-PMC11973245,PMC11973245,A Randomized Placebo-Controlled Clinical Trial Exploring the Short-Term Cognitive and Cerebrovascular Effects of Consuming Peppermint Tea: A Mediation Study.,"Netzler L, Lovell B.",2025,10.1002/hup.70005,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11973245.1/PMC11973245.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11973245/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/2dfae91e69aa3402b2cb550b81958c9f587bbf9503f04ba139e0cf2b01dc7973.pdf,2dfae91e69aa3402b2cb550b81958c9f587bbf9503f04ba139e0cf2b01dc7973,770829,2026-09-23,downloaded,200,
EPMC-PMC12107439,PMC12107439,Obesity and brain volumes: mediation by cardiometabolic and inflammatory measures.,"Zhou Q, Zhu W, Cai X, Jing J, Wang M, Wang S, Jin A, Meng X, Wei T, Wang Y, Pan Y.",2025,10.1136/svn-2023-003045,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12107439.1/svn-10-2-s001.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12107439/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/a2cfc4116be619445fe5452f183bbd42e97147eab81f0ca31142d44a169d2a09.pdf,a2cfc4116be619445fe5452f183bbd42e97147eab81f0ca31142d44a169d2a09,448886,2026-09-23,downloaded,200,
EPMC-PMC11851822,PMC11851822,The Effects of Value Conflicts on Stress in Chinese College Students: A Moderated Mediation Model.,"Ren X, Xu H, Yue T, Wang T.",2025,10.3390/bs15020104,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC11851822.1/PMC11851822.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11851822/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/a68014c65ce12ced6b72ba559320ef67b32dd1df2e25765d391e777eef304258.pdf,a68014c65ce12ced6b72ba559320ef67b32dd1df2e25765d391e777eef304258,974407,2026-09-23,downloaded,200,
EPMC-PMC12091593,PMC12091593,The mediating role of key amino acid and vitamin metabolite ratios in the effects of 5 dietary habits on psoriatic arthritis: A Mendelian randomization study.,"Wei W, Xu J.",2025,10.1097/md.0000000000042470,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12091593.1/PMC12091593.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091593/,PubMed Central,cc by-nc,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/f2fbe61c5dd3a1180cbe4ba702644ed152e09bd6aae4566cc8acdf1463873c8d.pdf,f2fbe61c5dd3a1180cbe4ba702644ed152e09bd6aae4566cc8acdf1463873c8d,1461919,2026-09-23,downloaded,200,
EPMC-PMC12343160,PMC12343160,Acylated Ghrelin Mediates the Link Between &lt;i&gt;Akkermansia&lt;/i&gt; Abundance and Insulin Resistance in Type 2 Diabetes.,"Zhang Z, Jiang X, Zhang L, Feng Y, Tang J, Xu Y, Guo Y, Yun P, Li F.",2025,10.1155/jdr/4051518,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12343160.1/PMC12343160.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12343160/,PubMed Central,cc by,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/8879bd72fe3de77885dfe775764bfeb0a2c66c3160899c65fd9c101274cc8b9d.pdf,8879bd72fe3de77885dfe775764bfeb0a2c66c3160899c65fd9c101274cc8b9d,2353091,2026-09-23,downloaded,200,
EPMC-PMC12211817,PMC12211817,Psychological distress and turnover intention among Chinese nurses: a moderated mediation model of job satisfaction and social support.,"Yang C, Wu D, Yang H, Yin H, Wang S.",2025,10.1186/s12912-025-03445-7,OPEN_ACCESS:Y AND FIRST_PDATE:[1900-01-01 TO 2025-12-31] AND (TITLE_ABS:mediation),https://pmc-oa-opendata.s3.amazonaws.com/PMC12211817.1/PMC12211817.1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC12211817/,PubMed Central,cc by-nc-nd,C:/Users/Krishna/Documents/Codex/2026-09-20/x20/work/donna-experts-data/negotiations/PAPERS_BULK/80eceefe6f7bb8583131bd1559d041667ddb6da358dc8237891ecaecf36f73b2.pdf,80eceefe6f7bb8583131bd1559d041667ddb6da358dc8237891ecaecf36f73b2,1357357,2026-09-23,downloaded,200,
